제조사,제품명,신고번호,등록일,유통기한,기능성
(주)비오팜,사임당 프로틴 에너지 웰WELL 밸런스,200400170211218,20211209,제조일로부터 24개월까지,"[단백질] ①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요

[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
코스맥스바이오(주),살사라진 락토페린 다이어트,200400200023040,20211026,제조일로부터 2년,"1) 락토페린(우유정제단백질) : 체지방 감소에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
7) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
8) 나이아신 : 체내 에너지 생성에 필요.
9) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
10) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
11) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
12) 셀렌 : 유해산소로부터 세포를 보호하는데 필요."
코스맥스바이오(주),살사라진 락토페린 다이어트 시크릿+,200400200023219,20220804,제조일로부터 2년,"1) 락토페린(우유정제단백질) : 체지방 감소에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
7) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
8) 나이아신 : 체내 에너지 생성에 필요.
9) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
10) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
11) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
12) 셀렌 : 유해산소로부터 세포를 보호하는데 필요."
(주)유유헬스케어,삼공일 비타민,200400151071018,20220519,제조일로부터 24개월까지,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
(주)바이오 로제트,삼대오백 밀크씨슬,20040017015411,20231023,제조일로부터 24개월까지,"밀크씨슬추출물 : 간 건강에 도움을 줄 수 있음
나이아신 : 체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B12 : 정상적인 엽산 대사에 필요
비타민B6 : 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
엽산 : 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)바이오 로제트,삼대오백 실리마린 밀크씨슬,20040017015392,20230421,제조일로부터 24개월까지,"(1) 탄수화물과 에너지 대사에 필요

① 간 건강에 도움을 줄 수 있음

(1) 체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
광동헬스바이오(주) 2공장,삼대오백 쏘팔메토 로르산 옥타코사놀,200400200141774,20231129,제조일로부터 24개월,"[쏘팔메토 열매 추출물]
전립선 건강의 유지에 도움을 줄 수 있음
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[나이아신]
체내 에너지 생성에 필요
[옥타코사놀 함유 유지]
지구력 증진에 도움을 줄 수 있음
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[비타민B2]
체내 에너지 생성에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
포항바이오파크,삼대오백 올인원 멀티비타민,20100018018126,20230905,제조일로부터 2년,"[나이아신]
체내 에너지 생성에 필요
[비타민C]
결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B2]
체내 에너지 생성에 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[크롬]
체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴]
산화·환원 효소의 활성에 필요
[아연]
정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[망간]
뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민A]
어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[셀렌]
유해산소로부터 세포를 보호하는데 필요
[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[구리]
철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민B12]
정상적인 엽산 대사에 필요
[비타민B6]
단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K]
정상적인 혈액응고에 필요, 뼈의 구성에 필요
[엽산]
세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[요오드]
갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요"
(주)화인내츄럴,삼대인 간보천,20040015094138,20180515,제조일로부터 실온에서 24개월,"① 간 건강에 도움을 줄 수 있음
② 탄수화물과 에너지 대사에 필요
③ 단백질 및 아미노산 이용에 필요
④혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사한미양행,삼성 눈헬스케어,200400150831070,20181024,제조일로부터 24개월까지,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌"
(주)세종바이오팜,삼성 리버케어 프리미엄,2019000910594,20210610,제조일로부터 24개월까지,"① 간 건강에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 엽산 대사에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)허브큐어,삼성 밀크씨슬,20040015162150,20170727,제조일로부터 2년,"밀크씨슬 - ① 간 건강에 도움을 줄 수 있음

비타민B2-①체내 에너지 생성에 필요

비타민B6-①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

판토텐산-①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

아연-①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민B1-①탄수화물과 에너지 대사에 필요"
케이지랩 주식회사,삼성 비타B플렉스,20040017038248,20240514,제조일로부터 24개월까지,"(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 정상적인 엽산 대사에 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)유니쎌팜,삼성리버칸골드,20040020028516,20191210,24개월,"① 간 건강에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요"
엔피케이(주), 뉴 마그네슘350+B6,201000190041404,20240814,제조일로부터 24개월,"[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요"
코스맥스바이오(주), 데일리 퍼플 키즈 멀티비타젤리 ,200400200022578,20200508,제조일로부터 18개월. ,"1) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
2) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. "
주식회사 네추럴웨이 포천 제2공장, 마이핏V멀티비타이뮨128,20190004553226,20230406,제조일로부터 18개월,"①체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요

①유해산소로부터 세포를 보호하는데 필요

(1) 어두운 곳에서 시각 적응을 위해 필요
(2) 피부와 점막을 형성하고 기능을 유지하는데 필요
(3) 상피세포의 성장과 발달에 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

-산화·환원 효소의 활성에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요"
(주)한풍네이처팜, 온유로케어 채움루틴 블랙 포우먼 비오틴 히알루론산,20120019007935,20240507,제조일로부터 24개월까지,"[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[히알루론산] 피부보습에 도움을 줄 수 있음 
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12] 정상적인 엽산 대사에 필요"
(주)한풍네이처팜,'간'편함을 누리다 밀크씨슬 간 肝,20120019007223,20180105,제조일로부터 24개월,"① 간 건강에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
에스에스바이오팜(주),(SS)에스에스혈행솔루션,20160012278113,20201214,제조일로부터 24개월,"[은행잎추출분말]기억력 개선·혈행 개선에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2]①체내 에너지 생성에 필요

[비타민B1]①탄수화물과 에너지 대사에 필요"
에스에스바이오팜(주),(SS)에스에스혈행케어,20160012278124,20210520,제조일로부터 24개월,"[은행잎추출물]기억력 개선·혈행 개선에 도움을 줄 수 있음

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[셀렌]①유해산소로부터 세포를 보호하는데 필요"
(주)서흥,(구)트리플러스,20040020006849,20150522,제조일로부터 24개월,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선②혈행개선
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
"
광동헬스바이오(주) 2공장,+비타민미네랄,20040020014676,20150522,24개월,"[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[셀레늄(또는 셀렌)]유해산소로부터 세포를 보호하는데 필요 
[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요 
[비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요 
[나이아신] 체내 에너지 생성에 필요 
[비타민B2] 체내 에너지 생성에 필요
[망간] ① 뼈 형성에 필요 ② 에너지 이용에 필요 ③ 유해산소로부터 세포를 보호하는데 필요 
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[비타민B12] 정상적인 엽산 대사에 필요 
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌 
[비타민B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
[비타민B1] 탄수화물과 에너지 대사에 필요 
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여"
콜마비앤에이치(주)음성공장,100% 식물성 프로틴 케어,200600200032406,20220502,제조일로부터 18개월,"- 단백질 : (가) 근육, 결합조직 등 신체조직의 구성성분
             (나) 효소, 호르몬, 항체의 구성에 필요
             (다) 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요
             (라) 체액, 산-염기의 균형 유지에 필요
             (마) 에너지, 포도당, 지질의 합성에 필요- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B6 : (가) 단백질 및 아미노산 이용에 필요
                 (나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 D : (가) 칼슘과 인이 흡수되고 이용되는데 필요
                (나) 뼈의 형성과 유지에 필요
                (다) 골다공증발생 위험 감소에 도움을 줌
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 칼슘 : (가) 뼈와 치아 형성에 필요
          (나) 신경과 근육 기능 유지에 필요
          (다) 정상적인 혈액응고에 필요
          (라) 골다공증발생 위험 감소에 도움을 줌
- 마그네슘 : (가) 에너지 이용에 필요 
               (나) 신경과 근육 기능 유지에 필요
- 아연 : (가) 정상적인 면역기능에 필요 
          (나) 정상적인 세포분열에 필요"
(주)케이지앤에프,100프로 식물성 철분엽산,20040016020294,20240904,24개월,"엽산
(가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

철
(가) 체내 산소운반과 혈액생성에 필요
(나) 에너지 생성에 필요"
대원헬스케어 주식회사 2공장,125건강 엠에스엠,20172880193145,20221209,제조일로부터 24개월,"①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

① 관절 및 연골건강에 도움을 줄 수 있음"
주식회사한미양행,125건강 엠에스엠,200400150832163,20241113,제조일로부터 24개월까지,"[엠에스엠]
관절 및 연골건강에 도움을 줄 수 있음
[비타민B6]
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]
(가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사한미양행,14in1 녹차카테킨+,200400150832164,20241114,제조일로부터36개월까지,"[녹차추출물]
항산화･체지방 감소･혈중 콜레스테롤 개선에 도움을 줄 수 있음
[비타민A]
(가) 어두운 곳에서 시각 적응을 위해 필요
(나) 피부와 점막을 형성하고 기능을 유지하는데 필요
(다) 상피세포의 성장과 발달에 필요
[비타민D]
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[비타민B2]
체내 에너지 생성에 필요
[나이아신]
체내 에너지 생성에 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]
정상적인 엽산 대사에 필요
[비타민C]
(가) 결합조직 형성과 기능유지에 필요
(나) 철의 흡수에 필요
(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요
[셀레늄]
유해산소로부터 세포를 보호하는데 필요"
주식회사 노바렉스2공장,20100 루테인지아잔틴 듀얼(Dual),20060020008579,20201007,제조일로부터 24개월,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음
①항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요
①체내 에너지 생성에 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①유해산소로부터 세포를 보호하는데 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①탄수화물과 에너지 대사에 필요
①체내 에너지 생성에 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
코스맥스엔비티(주),20100 혈행건강엔 나토키나제,200700170351411,20191108,24개월,"(1) 체내 산소운반과 혈액생성에 필요
(2) 에너지 생성에 필요

(1) 정상적인 면역기능에 필요
(2) 정상적인 세포분열에 필요

(1) 단백질 및 아미노산 이용에 필요
(2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

혈액의 흐름을 방해할 수 있는 혈소판응집을 억제하여, 혈액흐름을 원활히 하는데 도움을 줄 수 있음.(기타 II)"
코뉴,211프로틴코어,2019000437329,20210607,제조일로부터 18개월,"①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
주식회사 코스팜,2주 비타 빼이드,20172880236156,20220204,제조일로부터 24개월,"[난소화성 말토덱스트린]
1) 배변 활동 원활에 도움을 줄 수 있음

[가르시니아 캄보지아 추출물]
1) 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]
1) 체내 에너지 생성에 필요

[판토텐산]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]
1) 단백질 및 아미노산 이용에 필요
2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]
1) 탄수화물과 에너지 대사에 필요

[비타민B2]
1) 체내 에너지 생성에 필요"
(주)서흥,30 Days Miracle BeautyPack,200400200061926,20240223,제조일로부터 36개월,"칼슘 : (1) 뼈와 치아 형성에 필요 (2) 신경과 근육 기능 유지에 필요 (3) 정상적인 혈액응고에 필요 (4) 골다공증발생 위험 감소에 도움을 줌
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
마그네슘 : (1) 에너지 이용에 필요 (2) 신경과 근육 기능 유지에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요 (2) 에너지 생성에 필요
셀레늄 : (1) 유해산소로부터 세포를 보호하는데 필요
나이아신 : (1) 체내 에너지 생성에 필요
비타민E : (1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
크롬: (1) 체내 탄수화물, 지방, 단백질 대사에 관여
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
몰리브덴 : (1) 산화·환원 효소의 활성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
판토텐산 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비오틴 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B12 : (1) 정상적인 엽산 대사에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민K : (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
비타민B2 : (1) 체내 에너지 생성에 필요
비타민B1 : (1) 탄수화물과 에너지 대사에 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
